UTC time, Bx_high, By_high, Bz_high, Bx_low, By_low, Bz_low, Bx_simple, By_simple, Bz_simple, x (R_G), y(R_G), z(R_G)
1997-05-07T15:36:55.133,        0.279,       -0.074,       -0.040,        0.197,       -0.033,       -0.021,        0.179,       -0.020,       -0.016,     -3.63126,      1.67236,      0.65708
1997-05-07T15:36:55.467,        0.279,       -0.074,       -0.040,        0.197,       -0.033,       -0.021,        0.179,       -0.020,       -0.016,     -3.63018,      1.67231,      0.65711
1997-05-07T15:36:55.800,        0.279,       -0.074,       -0.040,        0.197,       -0.033,       -0.021,        0.179,       -0.020,       -0.016,     -3.62910,      1.67225,      0.65715
1997-05-07T15:36:56.133,        0.280,       -0.074,       -0.040,        0.197,       -0.033,       -0.021,        0.179,       -0.020,       -0.016,     -3.62803,      1.67220,      0.65718
1997-05-07T15:36:56.467,        0.280,       -0.074,       -0.040,        0.197,       -0.033,       -0.021,        0.179,       -0.020,       -0.016,     -3.62695,      1.67214,      0.65721
1997-05-07T15:36:56.800,        0.280,       -0.074,       -0.040,        0.197,       -0.033,       -0.021,        0.179,       -0.020,       -0.016,     -3.62587,      1.67209,      0.65725
1997-05-07T15:36:57.133,        0.280,       -0.074,       -0.040,        0.197,       -0.033,       -0.021,        0.179,       -0.020,       -0.016,     -3.62480,      1.67204,      0.65728
1997-05-07T15:36:57.467,        0.280,       -0.074,       -0.041,        0.197,       -0.033,       -0.021,        0.179,       -0.020,       -0.016,     -3.62372,      1.67198,      0.65732
1997-05-07T15:36:57.800,        0.280,       -0.074,       -0.041,        0.198,       -0.033,       -0.021,        0.180,       -0.020,       -0.016,     -3.62264,      1.67193,      0.65735
1997-05-07T15:36:58.133,        0.280,       -0.074,       -0.041,        0.198,       -0.033,       -0.021,        0.180,       -0.020,       -0.016,     -3.62157,      1.67187,      0.65739
1997-05-07T15:36:58.467,        0.281,       -0.075,       -0.041,        0.198,       -0.033,       -0.021,        0.180,       -0.020,       -0.016,     -3.62049,      1.67182,      0.65742
